"gene","module"
"ITGAM","turquoise"
"MYBL2","grey"
"RAB34","turquoise"
"LINC01094","turquoise"
"LAD1","yellow"
"FCRL3","turquoise"
"SEMA3F","turquoise"
"GABRB2","brown"
"112267876","green"
"IFIT3","turquoise"
"SNTB1","blue"
"STMN1","brown"
"CADM1","blue"
"ELOVL5","turquoise"
"FMN1","brown"
"LINC02257","turquoise"
"TMEM196","pink"
"TPTE2P5","blue"
"CHI3L2","greenyellow"
"RRAS","brown"
"POGLUT2","turquoise"
"STK26","brown"
"DPP10-AS1","blue"
"IGLC7","purple"
"CNIH3","blue"
"CD14","turquoise"
"TXNDC9","brown"
"CTNNA2-AS1","blue"
"BLM","brown"
"HIGD1A","brown"
"PTPRU","turquoise"
"HOXB5","turquoise"
"TSPO","brown"
"FCGR2C","turquoise"
"FAM240C","blue"
"MIR612","black"
"FAS","brown"
"RND3","turquoise"
"PABPC4-AS1","blue"
"VIPR1","yellow"
"ASPHD2","brown"
"MICALL2","yellow"
"IGKV1D-12","purple"
"DISP3","pink"
"ELL2","blue"
"PALM","green"
"LOC107985134","turquoise"
"CTNNA3","green"
"DNAH5","turquoise"
"ASS1","brown"
"GLP2R","green"
"BCAR1","blue"
"PTCSC1","turquoise"
"HIF1A","turquoise"
"PWRN3","blue"
"NAGS","brown"
"107984261","blue"
"KCNA3","turquoise"
"SORCS1","blue"
"HLA-DOA","turquoise"
"TRBV12-5","blue"
"SULT4A1","magenta"
"LINC00472","blue"
"COL18A1","green"
"ZNF98","blue"
"IGLV10-54","purple"
"CYP39A1","blue"
"LTBP4","green"
"CHI3L1","turquoise"
"LIPM","red"
"IL11","turquoise"
"ROR1","tan"
"B3GNT5","brown"
"CCL15","yellow"
"BMP1","turquoise"
"107985064","green"
"SMAD3-DT","blue"
"NAPRT","brown"
"RALYL","blue"
"NETO2","brown"
"VGF","pink"
"ACKR3","blue"
"LINC02605","brown"
"CRISPLD1","turquoise"
"GRK5","turquoise"
"PCYT1B","blue"
"LHFPL6","turquoise"
"ZSCAN12P1","black"
"107986022","blue"
"RASSF6","yellow"
"VTRNA1-3","black"
"RASGRP2","green"
"MLF1","turquoise"
"SNORA35B","red"
"CDC6","brown"
"STAC","turquoise"
"SPAG4","blue"
"LOC112268151","pink"
"EVA1B","turquoise"
"CBR1-AS1","magenta"
"TRI-AAT5-5","black"
"LINC00941","brown"
"SNHG22","black"
"CYP3A7","magenta"
"MT-TL1","cyan"
"IGHV2-70","purple"
"SNED1-AS1","black"
"GASK1B","turquoise"
"NFIC","tan"
"LYPD6B","yellow"
"TLR2","turquoise"
"SCARNA22","red"
"LHFPL5","blue"
"LOC105377227","blue"
"LOC107985250","blue"
"CD163L1","turquoise"
"HERPUD1","blue"
"OBSL1","blue"
"CACNB2","blue"
"PTPRO","turquoise"
"NXN","blue"
"H2BC21","brown"
"TPD52","yellow"
"ALDH1A3","turquoise"
"FMNL1","turquoise"
"CASTOR3P","blue"
"DACH2","pink"
"RNU6-9","red"
"TENM1","pink"
"HCAR2","greenyellow"
"LOC105376025","black"
"MMRN2","green"
"105378936","blue"
"PDE3A","tan"
"LOC105378604","black"
"RPS18","red"
"NTN4","blue"
"RPL39L","brown"
"TRT-TGT6-1","black"
"SHANK3","green"
"SHC3","blue"
"CDCA3","brown"
"RPL9","red"
"ASPH","brown"
"GALNT16","tan"
"GSN-AS1","turquoise"
"CD3E","turquoise"
"CCL15-CCL14","magenta"
"PREX1","turquoise"
"SMIM10L2A","blue"
"OLFML3","turquoise"
"PARP3","brown"
"CD83","turquoise"
"NOS3","turquoise"
"IGFALS","salmon"
"LOC112268199","turquoise"
"HMGCLL1","pink"
"FEV","pink"
"ADAMTSL2","pink"
"ENO1","brown"
"PPP2R2B","turquoise"
"STX11","turquoise"
"CD3D","turquoise"
"GSTM2","blue"
"FAM83F","blue"
"ZNF532","turquoise"
"HCLS1","turquoise"
"LRRTM3","pink"
"SQLE","brown"
"PCDH18","turquoise"
"ISYNA1","blue"
"TMEM163","red"
"PELI1","brown"
"TAGLN2","brown"
"RNU5E-1","red"
"ARHGAP30","turquoise"
"SELENOP","blue"
"RCN3","turquoise"
"TTC39A","grey"
"FZD4","green"
"ZNF676","blue"
"TNFRSF9","turquoise"
"NPIPB15","magenta"
"IER3-AS1","black"
"UCHL1","pink"
"KRT8","yellow"
"NDRG1","brown"
"AKAP19","magenta"
"QPRT","blue"
"PTCHD1","salmon"
"TRBV9","blue"
"MAOA","blue"
"COL4A4","blue"
"TPBG","brown"
"IL1RL1","purple"
"KIF26B-AS1","turquoise"
"AFAP1L1","turquoise"
"PNPLA3","turquoise"
"TBXAS1","turquoise"
"LRRN1","turquoise"
"IL18RAP","purple"
"B3GNT7","yellow"
"MITA1","brown"
"LOC107986064","blue"
"LINC01320","blue"
"NLGN1","pink"
"SLC4A7","yellow"
"SHROOM4","turquoise"
"CEP170","turquoise"
"COMMD8","brown"
"SELENOW","brown"
"CCL8","turquoise"
"LOC105369151","turquoise"
"112267870","yellow"
"SLCO3A1","turquoise"
"TRQ-CTG6-1","black"
"ANKRD18A","blue"
"CNTNAP2","grey"
"JPH4","pink"
"DISP2","magenta"
"STMN3","turquoise"
"ME1","brown"
"DNAJB9","blue"
"ITGB5","turquoise"
"CLEC10A","turquoise"
"THEMIS","turquoise"
"EHF","yellow"
"LOC105378626","brown"
"IGFBP7-AS1","turquoise"
"LOC105377406","turquoise"
"SNTG1","pink"
"THNSL2","grey"
"LOC105375532","turquoise"
"CDK14","blue"
"ENPEP","magenta"
"LOC105372143","blue"
"ARX","salmon"
"GAU1","salmon"
"FABP3","turquoise"
"PCA3","salmon"
"ADARB2","blue"
"C16orf74","greenyellow"
"RPL26","red"
"ARID5A","black"
"TMEM139","magenta"
"LOXL4","turquoise"
"ITPKA","yellow"
"IGF2BP1","greenyellow"
"ECI2","blue"
"ARL17B","grey"
"LINC02233","blue"
"APOBEC3G","greenyellow"
"SEC61G","red"
"TENT5B","black"
"SPON2","turquoise"
"NXPE2","salmon"
"CALCRL","turquoise"
"MT-TT","cyan"
"REEP3","brown"
"VSNL1","brown"
"C12orf56","turquoise"
"RPS27","red"
"SEPTIN6","turquoise"
"ETHE1","brown"
"BTK","turquoise"
"CFC1","pink"
"LENG8","blue"
"RPS27L","red"
"PLCB3","magenta"
"NEIL3","brown"
"RNASE6","turquoise"
"THSD7B","turquoise"
"CLEC3B","green"
"SYCP2L","blue"
"PSME2","brown"
"ADGRE2","turquoise"
"HLA-G","greenyellow"
"LINC00861","turquoise"
"SERTAD4","brown"
"SLC25A24","brown"
"TRBV6-3","blue"
"EVC","tan"
"PLLP","yellow"
"MGST3","brown"
"CHMP5","brown"
"SYNAGE","grey"
"TRD-GTC2-10","black"
"CAMK4","brown"
"IGLV7-43","purple"
"COX6C","brown"
"PDGFRL","turquoise"
"SLC2A14","blue"
"ANO9","yellow"
"PARP11-AS1","blue"
"SPIB","turquoise"
"GMDS","grey"
"RHOC","brown"
"C17orf78","magenta"
"PSEN2","blue"
"SYT11","turquoise"
"FMOD","black"
"C1QL1","pink"
"MIR10394","red"
"ADGRG6","brown"
"PLAG1","greenyellow"
"INF2","brown"
"SNHG5","red"
"ULK1","blue"
"LDLRAD4-AS1","turquoise"
"107986148","black"
"112268421","turquoise"
"ZC3H12A","brown"
"CAPN9-AS1","yellow"
"DOK6","turquoise"
"KCNK17","pink"
"FGL2","turquoise"
"PRODH2","blue"
"SYTL1","blue"
"IGHV3-73","purple"
"LINC00312","green"
"ARL4A","brown"
"A4GALT","turquoise"
"ZNF385A","turquoise"
"PRKG2","magenta"
"SNORA59A","red"
"RAB23","turquoise"
"LOC105374739","blue"
"CYP2B7P","magenta"
"LOC107984510","black"
"ABO","grey"
"IQCN","tan"
"SRPX2","turquoise"
"DTHD1","turquoise"
"INPP4B","brown"
"FFAR4","salmon"
"ANK1","brown"
"AR","tan"
"PKD1","green"
"NEBL","red"
"GAS5","red"
"PACSIN3","blue"
"KLF7","turquoise"
"SIDT1","brown"
"107984616","turquoise"
"HIC1","turquoise"
"SLC25A5","magenta"
"ATP8B4","turquoise"
"LTB","turquoise"
"LDHB","blue"
"DDIAS","brown"
"ASTL","black"
"CX3CL1","turquoise"
"HLA-H","brown"
"MAT2A","blue"
"LOC105371981","turquoise"
"TMEM54","yellow"
"PPFIA2","turquoise"
"LINC03135","blue"
"PRKAA2","blue"
"SNORA103","red"
"H2BC6","brown"
"ETV7","brown"
"CEACAM3","brown"
"LOC105376526","blue"
"PYGB","brown"
"STARD4","brown"
"STIL","brown"
"SGMS2","brown"
"SLCO2A1","green"
"KIF3C","turquoise"
"LAMTOR5","red"
"OAT","yellow"
"DACT3","turquoise"
"GSDMB","yellow"
"ZNF737","blue"
"LPAR5","brown"
"SCN2A","pink"
"LRP1","turquoise"
"NRIP3","turquoise"
"BST1","yellow"
"CAPZA2","brown"
"ORM1","black"
"SH3BGRL2","yellow"
"LGALS9","brown"
"EPHA10","grey"
"OBSCN","blue"
"SOX6","blue"
"GDF9","red"
"RPS7","red"
"MYRF","grey"
"SLC37A1","yellow"
"DMGDH","blue"
"TLL1","tan"
"IRF6","brown"
"JUP","brown"
"SEC14L2","brown"
"SOX9-AS1","blue"
"MEOX2","turquoise"
"IGSF6","turquoise"
"MST1","magenta"
"CFL1","brown"
"MICAL1","turquoise"
"TRIB2","turquoise"
"H4C3","red"
"CTSH","greenyellow"
"TESPA1","turquoise"
"IZUMO1","blue"
"KIFC3","blue"
"ICOS","turquoise"
"SLC15A3","turquoise"
"CX3CR1","turquoise"
"TPSAB1","purple"
"GPC1","turquoise"
"AGPAT2","magenta"
"GIMAP2","brown"
"RPL35","red"
"LINC01354","blue"
"GREM1-AS1","turquoise"
"BACH2","tan"
"DHRS12","blue"
"LOC105369937","grey"
"CENPA","brown"
"MT-TK","cyan"
"SNORA59B","red"
"ALDH1A2","blue"
"KHK","magenta"
"FADS3","black"
"PEX5L-AS2","blue"
"NCAPH","brown"
"ZNF710-AS1","blue"
"MT-TS2","blue"
"VTRNA1-2","black"
"LOC105370732","blue"
"GPR171","turquoise"
"CPED1","green"
"ZMAT1","blue"
"APOBEC3D","brown"
"DHRS11","magenta"
"GGTA1","green"
"APOL6","brown"
"TACC3","brown"
"TMEM88","black"
"ZNF165","black"
"LILRB2","turquoise"
"KIF5A","pink"
"LOC100652768","blue"
"PLEKHA6","yellow"
"NAV1","turquoise"
"LINC02910","greenyellow"
"107985163","black"
"ITGB2-AS1","turquoise"
"CGN","yellow"
"CXCR2","turquoise"
"LAYN","turquoise"
"LINC01625","blue"
"DDIT3","brown"
"FPR2","turquoise"
"SHROOM3","yellow"
"GSTM5","green"
"PCDH11X","pink"
"IGHV4-30-2","purple"
"LOC105378520","yellow"
"MT-TV","cyan"
"102724788","magenta"
"RHOQ-AS1","turquoise"
"CCL5","turquoise"
"TBX2","turquoise"
"TRPV4","grey"
"PAX5","turquoise"
"PRRT2","green"
"SPI1","turquoise"
"TRP-TGG1-1","black"
"CACNA1C-AS4","turquoise"
"TUBA1B","brown"
"ACSM3","blue"
"SYNGR1","blue"
"SMIM35","turquoise"
"PLEKHH1","blue"
"ADCY2","pink"
"IFT20","blue"
"SOX5","turquoise"
"ST3GAL1","turquoise"
"LOC105370286","blue"
"SHOX2","brown"
"ADRB2","turquoise"
"FCGR2B","turquoise"
"H4C1","brown"
"LRATD1","yellow"
"CCRL2","brown"
"ATG9B","turquoise"
"COX5B","brown"
"TRDN","green"
"GALNT12","yellow"
"LOC105377329","brown"
"HAAO","blue"
"NRARP","grey"
"PPP1R14A","green"
"SORCS2","turquoise"
"EPHB6","blue"
"MFSD6L","blue"
"NAA16","blue"
"ODC1","salmon"
"ADAP1","yellow"
"TBILA","blue"
"PRICKLE2","green"
"TMSB4Y","grey"
"CCL4","black"
"PTPRD","turquoise"
"SP6","brown"
"TRH-GTG1-1","black"
"TRIM22","turquoise"
"PHYHIP","turquoise"
"ENTPD2","yellow"
"LINC02996","green"
"LOC107985779","pink"
"RPL34","red"
"RNF150","tan"
"MYO1F","turquoise"
"STARD9","turquoise"
"SLC9A3","yellow"
"TSKU","turquoise"
"LOC107985072","turquoise"
"NAV2-AS5","green"
"PCDHA10","blue"
"TCIM","grey"
"EPS8","brown"
"RUNX3","turquoise"
"CDC42EP5","brown"
"LOC100287290","turquoise"
"SCARNA7","red"
"LDOC1","green"
"NPDC1","yellow"
"DNAJC22","yellow"
"PLEKHG1","turquoise"
"CCAT1","yellow"
"DPY19L2P3","blue"
"GVINP1","turquoise"
"ARHGAP28","blue"
"TRAF3IP3","turquoise"
"GDPD2","brown"
"LOC105375913","brown"
"MEF2C","turquoise"
"PMP2","tan"
"LOC105375200","blue"
"CD79B","turquoise"
"TBC1D24","blue"
"NAMPT","turquoise"
"ACTG1P4","blue"
"DUSP8","blue"
"SLC25A27","blue"
"RXRG","pink"
"FZD7","turquoise"
"107986431","turquoise"
"SNORA63C","red"
"LOC107984007","pink"
"IGSF1","blue"
"HIP1R","blue"
"BPNT1","brown"
"PHLDA1","turquoise"
"107986697","turquoise"
"GUCY1A1","tan"
"ZWINT","brown"
"CLIC3","brown"
"HLA-DQB1-AS1","turquoise"
"RHOU","blue"
"CHRD","blue"
"HOXB4","turquoise"
"PRRX2","turquoise"
"KCNH6","pink"
"CDC45","brown"
"107986348","brown"
"SELENOK","red"
"GPRIN2","blue"
"UPP1","turquoise"
"DAPL1","blue"
"107985054","turquoise"
"IGLV6-57","purple"
"LMNA","black"
"BICD1","turquoise"
"RNU6ATAC","red"
"CYP3A7-CYP3A51P","magenta"
"CNGA3","pink"
"FLJ32255","turquoise"
"FAM171A1","blue"
"LOC107985728","pink"
"CPNE5","turquoise"
"NCF4","turquoise"
"PRSS8","yellow"
"SKIL","brown"
"MANCR","brown"
"PCDHA4","blue"
"SPTBN5","green"
"PLB1","turquoise"
"LYPD3","brown"
"SNHG7","red"
"ADCYAP1R1","green"
"CBLN4","tan"
"MYO1G","turquoise"
"LOC105372036","blue"
"LOC105372442","brown"
"ARAP3","turquoise"
"107984526","turquoise"
"MRPS12","brown"
"ADAM33","green"
"HDGFL3","turquoise"
"OR6M1","blue"
"CCDC9B","blue"
"TRI-AAT5-1","black"
"107984316","turquoise"
"ATP5MK","brown"
"CORO1A","turquoise"
"LOC105377290","grey"
"TFPI","brown"
"PAQR5","blue"
"ABCC6P1","blue"
"LOC389765","blue"
"TLR7","turquoise"
"LOXL1","turquoise"
"MIR587","blue"
"LINC00842","greenyellow"
"ABTB3","greenyellow"
"MAPK10","tan"
"KCNN2","blue"
"DUSP10","grey"
"105372838","blue"
"TUBA4A","brown"
"IL1R1","turquoise"
"SOX8","black"
"PATL2","turquoise"
"TRL-TAG2-1","black"
"PLEKHG6","yellow"
"SPRED3","turquoise"
"ITM2A","salmon"
"BATF","brown"
"RPS10","red"
"LEISA1","turquoise"
"CCDC8","blue"
"ABCB1","magenta"
"IGSF5","blue"
"RASAL3","turquoise"
"CNTN4","tan"
"CHN2-AS1","blue"
"LOC105378827","salmon"
"SLC51A","magenta"
"AVPI1","brown"
"HPS3","brown"
"CNIH3-AS1","blue"
"CYRIA","turquoise"
"TUBAL3","magenta"
"ANKRD29","turquoise"
"C1orf116","yellow"
"HECW1","turquoise"
"CCR2","turquoise"
"OSBPL7","yellow"
"CIRBP","blue"
"MRGPRF","turquoise"
"IL2RB","turquoise"
"LARGE2","blue"
"CENPU","brown"
"GRIN2C","pink"
"WDFY2","blue"
"FNDC4","turquoise"
"112268109","brown"
"PCNA","brown"
"PRRT1B","blue"
"NPY4R","brown"
"TMSB4X","brown"
"RBMS1","turquoise"
"RASGEF1B","turquoise"
"107987281","turquoise"
"PKIB","brown"
"LOC105375247","turquoise"
"IDH1","brown"
"TAP2","brown"
"OSR1","green"
"LDLR-AS1","grey"
"CASTOR2","blue"
"LOC100996643","turquoise"
"PKD1P4-NPIPA8","green"
"RGMA","tan"
"RANBP17","blue"
"LOC107985043","blue"
"BHLHE41","turquoise"
"KIF21B","turquoise"
"LOC107984770","turquoise"
"CACNB3","brown"
"CHMP4C","yellow"
"AP1S1","brown"
"BEX2","blue"
"UBE2E2","turquoise"
"RORB","turquoise"
"SNORA86","turquoise"
"LOC105375046","blue"
"GRIK3","green"
"HK3","turquoise"
"CLTB","yellow"
"GOLGA8H","blue"
"PLAC9","green"
"RASAL1","brown"
"RAB40C","blue"
"SCGB2A1","grey"
"BSN","pink"
"RENBP","turquoise"
"PLEKHG5","turquoise"
"WDR62","brown"
"FAM13C","blue"
"CLEC11A","turquoise"
"107984751","turquoise"
"TRS-GCT6-1","black"
"SH3BGRL3","brown"
"PAX8","brown"
"RET","pink"
"PCP4","green"
"RHOV","blue"
"LOC105373000","magenta"
"TNFRSF14-AS1","yellow"
"APOC2","brown"
"CYP2U1-AS1","black"
"CCDC152","blue"
"SCUBE3","turquoise"
"107986020","salmon"
"PLEKHA4","green"
"PWAR6","blue"
"BAK1","brown"
"TNS2","green"
"C1orf115","magenta"
"LY9","turquoise"
"SRCIN1","blue"
"PPEF1","turquoise"
"GATA2-AS1","blue"
"TMBIM4","red"
"SLC2A11","blue"
"VASP","brown"
"UGT8","yellow"
"PYHIN1","turquoise"
"TLR8","turquoise"
"PDE4D","brown"
"ROBO2","grey"
"C3orf20","salmon"
"IGLJ1","purple"
"ENPP5","blue"
"FOXC1","turquoise"
"PPP1R18","turquoise"
"LOC105378773","blue"
"HLA-DMA","turquoise"
"LOC107986512","grey"
"COL21A1","tan"
"ANG","red"
"HES4","grey"
"ZDHHC20","brown"
"SNORA101B","red"
"SLFN5","turquoise"
"LRRC7","blue"
"GPRASP1","tan"
"TNFRSF10A","brown"
"TPI1","brown"
"LOC105377223","grey"
"MUC12-AS1","brown"
"KRTCAP3","yellow"
"H4C16","red"
"LRFN4","brown"
"RNASE7","greenyellow"
"FENDRR","brown"
"HRNR","blue"
"KRT10","red"
"GAL3ST4","turquoise"
"BCAT2","blue"
"ABCA1","turquoise"
"CHN1","turquoise"
"LOC101929028","turquoise"
"SVOP","pink"
"107986016","green"
"LIMS2","green"
"MNX1","blue"
"LOC107986293","blue"
"TNFSF14","turquoise"
"SH3PXD2A","turquoise"
"LILRB3","turquoise"
"UBXN10","brown"
"ZC3H12D","brown"
"LOC100507403","turquoise"
"107985037","blue"
"TK1","brown"
"SBNO2","turquoise"
"H2AZ1","brown"
"LDLRAD4","turquoise"
"CXCR1","black"
"MT-CO3","cyan"
"CRB3","yellow"
"GKAP1","blue"
"ENTPD3","blue"
"GPR150","blue"
"FMNL3","turquoise"
"MAFA","blue"
"LOC105377402","black"
"SNORA6","red"
"SYNPR","salmon"
"MKNK2","blue"
"MYL12-AS1","brown"
"RCN1","turquoise"
"PLPPR4","turquoise"
"CACNA1B","pink"
"B4GALT6","greenyellow"
"LTBP3","green"
"SPINT2","yellow"
"INSYN2B","turquoise"
"ITGA6","brown"
"PDGFRA","turquoise"
"RDH10-AS1","blue"
"SLC46A1","magenta"
"RTL5","green"
"ALDOC","brown"
"ARSI","turquoise"
"KCNH2","pink"
"SLC16A4","brown"
"SPINT1","yellow"
"MAFB","turquoise"
"LOC105370170","turquoise"
"NDUFB3","brown"
"SPIN4","brown"
"PRX","black"
"TINAG","yellow"
"TST","yellow"
"ABHD3","yellow"
"RPS5","red"
"SPTBN2","blue"
"SOX4","turquoise"
"ERBB3","yellow"
"SNX20","turquoise"
"GTSE1","brown"
"RAB3C","pink"
"LOC112268022","blue"
"MGAT4B","yellow"
"FRRS1","brown"
"LINC01605","brown"
"SCN8A","blue"
"CYTIP","turquoise"
"ABCA3","blue"
"COL27A1","blue"
"SLC19A2","blue"
"CCL14","green"
"TPPP","blue"
"GPR183","turquoise"
"HECW2","turquoise"
"C1QTNF6","turquoise"
"ARHGEF2","turquoise"
"GNG10","brown"
"ROCR","blue"
"SCN3A","pink"
"LOC100420587","blue"
"LAMA5","grey"
"PRDX1","brown"
"PFDN4","brown"
"ZBED2","turquoise"
"LGSN","blue"
"FAM95C","blue"
"LOC107985926","turquoise"
"SLC38A11","blue"
"CYP2B6","brown"
"ABTB2","yellow"
"HOXB-AS3","turquoise"
"CD164","brown"
"ARID5B","turquoise"
"HIF1A-AS3","turquoise"
"SH3GL2","pink"
"PCLO","blue"
"NPL","turquoise"
"LOC105373968","blue"
"ESRP1","yellow"
"PARVG","turquoise"
"TRBVA","blue"
"IGLV3-10","purple"
"107984494","turquoise"
"EFNA2","yellow"
"CSF2RB","turquoise"
"PTGER2","brown"
"CBLC","yellow"
"TENM3","turquoise"
"RAB32","turquoise"
"IER2","black"
"107984413","turquoise"
"LMNTD2","blue"
"MIR3652","black"
"SEMA4B","brown"
"HEPHL1","greenyellow"
"CAV2","turquoise"
"NOVA1","pink"
"TIE1","turquoise"
"CASP5","yellow"
"SNORA10B","red"
"WTIP","green"
"HCAR3","greenyellow"
"LARP1B","blue"
"SLC10A1","black"
"ACOX2","blue"
"CHRNB3","blue"
"TGFB1I1","turquoise"
"ADORA1","blue"
"MRPS35","brown"
"LAX1","purple"
"LOC107984391","black"
"UNC13D","brown"
"ARHGEF6","turquoise"
"DLL1","blue"
"BCYRN1","red"
"IL1RL2","turquoise"
"RPL17","red"
"107986566","yellow"
"LOC107986475","turquoise"
"S1PR3","turquoise"
"AP1M2","yellow"
"RAPGEF3","turquoise"
"KCNMB4","turquoise"
"MAP2K6-AS1","green"
"PPP1R3C","grey"
"SLC6A16","blue"
"EGFL6","turquoise"
"SH3BP1","brown"
"SH3PXD2A-AS1","brown"
"TPD52L1","blue"
"NEB","turquoise"
"AMHR2","blue"
"MCF2L","grey"
"BMAL2-AS1","brown"
"LOC107984615","tan"
"RPL21","red"
"ANXA9","blue"
"ITGA1","turquoise"
"SEMA3G","green"
"PHACTR1","blue"
"ATP5MF","brown"
"ZNF385B","pink"
"DIAPH3","brown"
"RHCG","blue"
"MCM2","brown"
"WNT11","blue"
"ZFPM1","blue"
"CALU","turquoise"
"MAILR","blue"
"CLIC4","turquoise"
"MT-TD","blue"
"H2AX","brown"
"PDE10A","turquoise"
"NBEA","blue"
"CRYL1","yellow"
"PLK3","black"
"CD1C","turquoise"
"ALG5","red"
"GLIS2","turquoise"
"PLXDC1","turquoise"
"SDC2","tan"
"ARHGEF15","green"
"KLF11","blue"
"SCRN1","blue"
"LINC00513","black"
"IL6R","turquoise"
"ALDH1B1","turquoise"
"BCL10","brown"
"LOC101927055","blue"
"LOC105377498","blue"
"BLK","turquoise"
"RERG","turquoise"
"BAHCC1","green"
"RASSF4","blue"
"TMEM178B","blue"
"PDZD4","green"
"LXN","brown"
"FERMT2","turquoise"
"INSC","grey"
"PLXND1","turquoise"
"PPARGC1A-AS1","yellow"
"CYP27A1","yellow"
"LOC107986275","salmon"
"CAVIN2","tan"
"VAMP8","brown"
"LINC02884","green"
"EGFL7","green"
"UHRF1","brown"
"PNPLA2","blue"
"105376901","turquoise"
"SNORA14A","red"
"CALN1","blue"
"DDX43","grey"
"APOL4","turquoise"
"LOC105374056","blue"
"ZNF185","turquoise"
"GGT5","turquoise"
"ESPN","magenta"
"NAT2","magenta"
"RPS13","red"
"TUBB6","turquoise"
"ARHGEF16","yellow"
"ATOH8","green"
"MAPK15","grey"
"MIR650","purple"
"CIAO2A","brown"
"PLGRKT","brown"
"RP2","brown"
"SMTN","green"
"H2AC15","brown"
"SLC6A1","turquoise"
"SMAGP","brown"
"MPP7","blue"
"THSD7A","turquoise"
"DLEU7","brown"
"DYNLT1","brown"
"COX6A1","brown"
"ORC1","brown"
"CCL3-AS1","turquoise"
"KLF9-DT","blue"
"TIPARP","black"
"GABRR2","turquoise"
"ZNF85","blue"
"SULT1A2","magenta"
"COBLL1","blue"
"SPINK13","grey"
"HNF1A","blue"
"GMFG","turquoise"
"TNFSF13B","turquoise"
"LOC107985664","blue"
"ST14","yellow"
"HINT1","red"
"CXADR","yellow"
"IGHV5-10-1","purple"
"ASB9","pink"
"PADI2","turquoise"
"LOC105370108","grey"
"MCUB","brown"
"SCGB2B2","blue"
"NXF3","turquoise"
"CTSC","turquoise"
"SLC6A4","magenta"
"CAP1","brown"
"CIP2A","brown"
"MSRB1","blue"
"KLKB1","blue"
"MUC20","brown"
"GLIS3","blue"
"TMEM151A","black"
"GAD1","brown"
"JAML","turquoise"
"LOC105370823","blue"
"TUBA1A","turquoise"
"GDPD3","yellow"
"RGS5","green"
"RARA","turquoise"
"LINC00473","pink"
"CSF1R","turquoise"
"CYSLTR2","turquoise"
"APOC4-APOC2","brown"
"HES2","brown"
"PFKFB4","blue"
"IKBIP","turquoise"
"USP44","blue"
"LRRC75A","red"
"GRP","turquoise"
"C6orf132","yellow"
"RBMS3","turquoise"
"NCS1","turquoise"
"ZCCHC24","turquoise"
"UBE2L6","brown"
"SEMA6B","turquoise"
"SEZ6L2","blue"
"SLC9A1","yellow"
"TRBV4-2","blue"
"SRMS","brown"
"BCL3","green"
"DCHS1","turquoise"
"ASPA","green"
"IGHV3-13","purple"
"SNORA5A","red"
"TASL","turquoise"
"CERCAM","turquoise"
"CARD10","yellow"
"GPR37","blue"
"FAM149A","blue"
"IL31RA","greenyellow"
"LINC02417","blue"
"HLA-DOB","turquoise"
"EIF5A2","brown"
"PEBP4","blue"
"PROS1","turquoise"
"TRK-CTT2-4","black"
"ANXA2P2","brown"
"SGO2","brown"
"SLC12A5-AS1","greenyellow"
"LDLRAD2","turquoise"
"ARHGEF25","turquoise"
"CELF2-AS1","turquoise"
"HSD17B8","blue"
"LINC02912","brown"
"TRBV25-1","blue"
"SALL4","grey"
"ZNF208","blue"
"RPS6KA6","blue"
"DAB1","magenta"
"RNF183","brown"
"TCF4","turquoise"
"TTTY10","grey"
"RGL3","blue"
"CLSPN","brown"
"LAMA1","grey"
"LINC00365","yellow"
"ADA2","turquoise"
"SNHG14","blue"
"KRT80","grey"
"CCL22","turquoise"
"MOCOS","yellow"
"FBRSL1","blue"
"CD200","turquoise"
"CST6","turquoise"
"BMX","turquoise"
"TGFB1","turquoise"
"ZBTB10","blue"
"FAM78A","turquoise"
"ELOB","brown"
"MOV10L1","turquoise"
"PRXL2B","brown"
"LINC01099","grey"
"SMOC2","tan"
"C1orf210","yellow"
"UCP2","turquoise"
"TRPC1","turquoise"
"SNORA71C","red"
"107987237","black"
"BAIAP2","turquoise"
"SELP","green"
"NRSN1","blue"
"CD44","turquoise"
"CYP4F24P","pink"
"FGF2","turquoise"
"INHBA-AS1","turquoise"
"LINC01814","yellow"
"RGS9","pink"
"KBTBD11","yellow"
"LINC02593","pink"
"C14orf132","pink"
"C1QTNF7","green"
"LDLRAP1","blue"
"SLC25A25-AS1","yellow"
"IGSF10","blue"
"ARHGEF10L","blue"
"LOC101928570","blue"
"ACER2","red"
"PLCH1","grey"
"TRH-GTG1-7","black"
"UBL5","brown"
"SCML4","purple"
"AKAP6","green"
"TMEM38B","brown"
"EMILIN2","turquoise"
"ANKFN1","brown"
"SAMD4A","green"
"ANKRD20A4-ANKRD20A20P","blue"
"RCSD1","turquoise"
"RBIS","red"
"DNAJC25-GNG10","brown"
"LIPA","brown"
"HFM1","blue"
"BAG2","turquoise"
"APOL3","turquoise"
"LSMEM1","blue"
"ZNF703","brown"
"KLHL25","turquoise"
"SIX4","grey"
"H4C6","turquoise"
"ADAM7-AS2","blue"
"ABR","turquoise"
"HSP90AA1","brown"
"SNORA55","blue"
"RPL17-C18orf32","red"
"KCNQ1","blue"
"ACADS","magenta"
"FAM135B","pink"
"NUMBL","turquoise"
"DLC1","green"
"LINC00578","turquoise"
"RERGL","green"
"MKX","black"
"EPHA8","blue"
"GATA5","magenta"
"LOC105377548","yellow"
"LINC02666","blue"
"CAMK2B","pink"
"CLUAP1","greenyellow"
"CSMD2","turquoise"
